"ID";"Nome";"Logradouro";"Município";"UF";"CEP";"Termo.Convênio";"Valor.Pactuado.pelo.FNDE";"valor_gasto";"situacao"
1006883;"Lagoa Vermelha";"RUA ARAUA";"Boquim";"SE";49360000;"7356/2013";1775662,43;832225,448093459;"Execução"
1006887;"Construção de creche";"RUA DO PARQUE DE VAQUEJADA";"Poço Redondo";"SE";49810000;"7361/2013";1181161,45;369104,336790046;"Execução"
1006890;"CRECHE DO BAIRRO MOREIRA E GUIMARÃES";"RUA JOSÉ DE LA MORENA";"Mirassol";"SP";15130000;"7364/2013";1979860,84;463113,839796775;"Licitação"
1006891;"PROINFANCIA 01";"Avenida Planalto";"Gurupi";"TO";77430010;"7365/2013";1926044,14;566989,437902613;"Execução"
1006893;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Av Vereador José Antonio Leal";"São Bento do Tocantins";"TO";77958000;"7366/2013";1926044,14;NA;"Licitação"
1006955;"PAC 2 - CRECHE/PRÉ-ESCOLA  004 - Santana - AP";"Avenida das Nações, entre as Ruas Presidente Jonh Kennedy e Presidente Costa e Silva.";"Santana";"AP";68925000;"7367/2013";1841174,01;541505,905021633;"Execução"
1006957;"PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Santana - AP";"RAMAL DO DELTA DO MATAPI";"Santana";"AP";68925000;"7367/2013";1841174,01;541505,905021633;"Execução"
1006960;"Creche Tio Vanja";"Rua do Egito";"Senador Alexandre Costa";"MA";65783000;"7368/2013";1842912,09;484314,133162901;"Execução"
1006962;"Jardim Eunice";"Frente: Rua Três; Laterais: Rua Irlei Amaral e Alameda dos Jacarandás; Fundo: Rua Adonias de Freitas Sobrinho";"Alfenas";"MG";37130000;"7370/2013";1819026,65;874316,234170152;"Execução"
1006964;"PAC 2 - CRECHE/PRÉ-ESCOLA 001 - Conselheiro Lafaiete - MG";"Avenida Geraldo Plaza";"Conselheiro Lafaiete";"MG";36400000;"7372/2013";1562860,34;469519,305518949;"Em Reformulação"
1006965;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"PROLONGAMENTO DA RUA PROJETADA A";"Divino";"MG";36820000;"7373/2013";1201737,61;361022,69186596;"Execução"
1006966;"lote vago";"Rua Anacleto Calais Ribeiro";"Jequeri";"MG";35390000;"7374/2013";1819026,65;655795,607914504;"Execução"
1006968;"Creche Alto Bela Vista";"Rua Sebastião Batista";"São Sebastião do Paraíso";"MG";37950000;"7376/2013";1819026,65;468468,52175953;"Planejamento pelo proponente"
1006969;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA SERAFIM";"Taiobeiras";"MG";39550000;"7377/2013";1819026,65;874327,121502167;"Execução"
1006970;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002";"Rua Abílio Monteiro";"Uberaba";"MG";38040520;"7378/2013";1819026,65;457962,465893381;"Licitação"
1006972;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA DONA NINA";"Unaí";"MG";38610000;"7379/2013";1819026,65;480447,601111038;"Execução"
1006975;"PAC 2 - CRECHE/PRÉ-ESCOLA VILA DE PORTO GRANDE - Cametá - PA";"VILA DE PORTO GRANDE";"Cametá";"PA";68400000;"7382/2013";1829374,01;538627,257390604;"Em Reformulação"
1006979;"PAC 2 - CRECHE/PRÉ-ESCOLA  004 - Eldorado dos Carajás - PA";"Rua 21 de Abril";"Eldorado dos Carajás";"PA";68524000;"7384/2013";1829374,01;732533,070051221;"Execução"
1006981;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Eldorado dos Carajás - PA";"Rua Anajás";"Eldorado dos Carajás";"PA";68524000;"7384/2013";1835918,77;1016241,98913686;"Execução"
1006985;"MUNIQUE";"Rua Munique";"Cascavel";"PR";85818500;"7388/2013";1927667,97;448934,208689755;"Em Reformulação"
1006986;"JARDIM MARANATA - PROINFÂNCIA";"AV JOSÉ RODRIGUES DA SILVA";"Olímpia";"SP";15400000;"7389/2013";1979860,84;467998,378646072;"Licitação"
1006987;"CRECHE NOVA PEDREGULHO";"RUA GERALDO BATISTA GABRIEL";"Pedregulho";"SP";14470000;"7390/2013";1979860,84;849575,019488485;"Execução"
1006988;"JOSEDY I - Peruíbe - SP";"Rua 36";"Peruíbe";"SP";11750000;"7391/2013";1525598,54;463192,779385339;"Em Reformulação"
1007119;"ALDEIA CAJARI - Tabatinga - AM";"ALDEIA CAJARI";"Tabatinga";"AM";69640000;"19610/2014";1017720,47;1072510,51726478;"Execução"
1007120;"Povoado de Vila Medrado - Andorinha - BA";"Rua Comércio";"Andorinha";"BA";48990000;"19613/2014";1019454,56;815015,015709598;"Execução"
1007122;"NOVA TRIBUNA - Caravelas - BA";"RUA PRINCIPAL";"Caravelas";"BA";45900000;"19620/2014";1021939,31;247576,203039339;"Execução"
1007197;"Jatobá - Remanso - BA";"Jatobá";"Remanso";"BA";47200000;"19716/2014";976296,25;567644,795223855;"Execução"
1007214;"ESCOLA DE SUCATINGA - Beberibe - CE";"RUA CARMOSITA FERREIRA CASSIANO";"Beberibe";"CE";62842000;"22721/2014";3547761,58;1461124,24056594;"Execução"
1007216;"Escola Sítio Lucas - Beberibe - CE";"Rua Risalva Teixeira";"Beberibe";"CE";62840000;"22721/2014";3547761,58;2320609,07869474;"Execução"
1007224;"TERRENO DA SEDE DE CANUDOS PARA ESCOLA DE 12 SALAS - Canudos - BA";"TRAVESSA DA Rua Senador Pompeu II";"Canudos";"BA";48520000;"22496/2014";3533336,51;3851955,96357241;"Execução"
1007229;"Conjunto Josefa Campos Monteiro - Icó - CE";"Rua N";"Icó";"CE";63430000;"23630/2014";990839,6;361751,941802453;"Execução"
1007231;"Escola Sede - Tejuçuoca - CE";"Rua Alfredo Coelho da Cruz";"Tejuçuoca";"CE";62610000;"22430/2014";3534000;1241418,87608637;"Execução"
1007232;"Escola Localidade Monte Carmelo - Tejuçuoca - CE";"ESTRADA CARROÇÁVEL SEM DENOMINAÇÃO OFICIAL";"Tejuçuoca";"CE";62610000;"22432/2014";1021956;618950,622001892;"Execução"
1007245;"E.M CANAÃ - Magalhães de Almeida - MA";"ASSENTAMENTO CANAA";"Magalhães de Almeida";"MA";65560000;"24055/2014";913862,24;538141,585005618;"Execução"
1007246;"EM PAU DAGUA - Magalhães de Almeida - MA";"POVOADO PAU DAGUA";"Magalhães de Almeida";"MA";65560000;"24055/2014";915442,61;539072,203864845;"Execução"
1007247;"EM MALHADINHA - Magalhães de Almeida - MA";"POVOADO MALHADINHA";"Magalhães de Almeida";"MA";65560000;"24055/2014";913787,71;538097,691000602;"Execução"
1008015;"Pov Cajazeiras - Arame - MA";"Rua Principal";"Arame";"MA";65945000;"22441/2014";1022226,14;247645,695653863;"Execução"
1008017;"Pov Santa Luzia - Arame - MA";"Rua dos Ipês";"Arame";"MA";65945000;"22441/2014";1022226,14;247645,695653863;"Execução"
1008853;"PAC 2 - CRECHE/PRÉ-ESCOLA  012 - Brasília - DF";"QNM 10 AE";"Brasília";"DF";71593060;"9301/2014";1427753,34;NA;"Planejamento pelo proponente"
1008854;"PAC 2 - CRECHE/PRÉ-ESCOLA  088";"QUADRA 104 PRAÇA Tiziu LT 02";"Brasília";"DF";71906500;"9301/2014";1428993,34;NA;"Planejamento pelo proponente"
1008855;"PAC 2 - CRECHE/PRÉ-ESCOLA  096 - Brasília - DF";"Q. 106 CONJ. 4-B LOTE 01";"Brasília";"DF";72600133;"9301/2014";1424454,67;NA;"Planejamento pelo proponente"
1008856;"PAC 2 - CRECHE/PRÉ-ESCOLA  052 - Brasília - DF";"Quadra QNM 38 AE 01";"Brasília";"DF";72236530;"9301/2014";1425160,72;NA;"Planejamento pelo proponente"
1008857;"PAC 2 - CRECHE/PRÉ-ESCOLA  080 - Brasília - DF";"Q 3 - AE 2 ";"Brasília";"DF";71300000;"9301/2014";1425863,3;NA;"Planejamento pelo proponente"
1009055;"PAC 2 - CRECHE/PRÉ-ESCOLA CASA FORTE 2 - Maceió - AL";"Quadra 9";"Maceió";"AL";57085022;"11700/2014";901309,58;NA;"Planejamento pelo proponente"
1009056;"PAC 2 - CRECHE/PRÉ-ESCOLA JOÃO SAMPAIO2014 - Maceió - AL";"Avenida Denilma Bulhões";"Maceió";"AL";57062001;"11700/2014";901501,79;NA;"Planejamento pelo proponente"
1009057;"PAC 2 -  CRECHE/PRÉ-ESCOLA DONIZETE CALHEIROS - Maceió - AL";"Rua Uberaba";"Maceió";"AL";57082100;"11700/2014";1383442,9;NA;"Planejamento pelo proponente"
1009058;"Terreno do Bairro Pertinho do Céu - Oiapoque - AP";"Avenida Veiga Cabral, Quadra 55, lote 29, setor 04";"Oiapoque";"AP";68980000;"8703/2014";989246;292052,644230354;"Em Reformulação"
1009059;"Creche no Bairro Área 06";"Rua Rio Pedreira";"Porto Grande";"AP";68997000;"11589/2014";1255001,49;NA;"Planejamento pelo proponente"
1009060;"Porto Alegre - Barreiras - BA";"Rua Porto Alegre";"Barreiras";"BA";47800000;"9309/2014";1634817,7;NA;"Em Reformulação"
1009061;"CRECHE MÃE MARTINHA";"LOTEMANETO MANOEL ENEDINO GAMA";"Caldeirão Grande";"BA";44750000;"9310/2014";1294044,26;NA;"Licitação"
1009063;"Boa Vista";"Rua Deocleciano Mariani";"Cotegipe";"BA";47900000;"9314/2014";1951071,95;292045,997464399;"Execução"
1009065;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Dias dÁvila - BA";"Via de Ligação";"Dias d'Ávila";"BA";42850000;"11048/2014";1600287;NA;"Em Reformulação"
1009066;"Proinfância Aviário - Feira de Santana - BA";"Rua D";"Feira de Santana";"BA";44096294;"9315/2014";1604487;475393,998862535;"Em Reformulação"
1009067;"Proinfância Campo Limpo - Feira de Santana - BA";"Travessa Antônio Carvalho";"Feira de Santana";"BA";44033003;"9315/2014";1600759;472632,572893114;"Em Reformulação"
1009070;"Creche de Pindaí";"Rua A";"Pindaí";"BA";46360000;"9321/2014";1951071,95;482860,515432215;"Execução"
1009072;"DÁLIA LILÁS";"Rua Dálias Lilás";"Salvador";"BA";41502420;"8225/2014";1294044,26;473045,009046487;"Em Reformulação"
1009075;"TRAVESSA BARBOSA";"1ª Travessa Barbosa";"Salvador";"BA";41505405;"8225/2014";1951071,95;473045,009046487;"Em Reformulação"
1009077;"RUA DO FOGO";"Rua do Fogo";"Salvador";"BA";40800085;"8225/2014";1294044,26;473045,009046487;"Em Reformulação"
1009083;"SEDE";"aiuaba";"Aiuaba";"CE";63575000;"8474/2014";1868415,6;501795,229726047;"Execução"
1009084;"Canindezinho - Canindé - CE";"Canindezinho";"Canindé";"CE";62700000;"8475/2014";1669989,89;493026,972352612;"Em Reformulação"
1009088;"PROINFÂNCIA - TRAVESSA SIMEÃO - LAGOA REDONDA";"TRAVESSA SIMEÃO";"Fortaleza";"CE";60000000;"11125/2014";1234014,64;318497,977678703;"Planejamento pelo proponente"
1009089;"PROINFANCIA - RUA JOAQUIM LIMA - PAPICU";"RUA JOAQUIM LIMA ";"Fortaleza";"CE";60000000;"11125/2014";1868415,61;537072,176053643;"Em Reformulação"
1009090;"PROINFANCIA - RUA OSMAR LIMA - CANINDEZINHO";"RUA OSMAR LIMA ";"Fortaleza";"CE";60000000;"11125/2014";1234014,64;537072,164289282;"Contratação"
1009092;"PROINFANCIA - AV. EMÍLIA GONÇALVES - OLAVO OLIVEIRA";"AV. EMÍLIA GONÇALVES ";"Fortaleza";"CE";60000000;"11125/2014";1868415,61;537072,176053643;"Planejamento pelo proponente"
1009093;"PROINFANCIA - RUA GISELDA CYSNE - CIDADE 2000";"RUA GISELDA CYSNE ";"Fortaleza";"CE";60000000;"11125/2014";1868415,61;537072,176053643;"Planejamento pelo proponente"
1009094;"PROINFANCIA - RUA E - PARQUE DOIS IRMÃOS";"RUA E ";"Fortaleza";"CE";60000000;"11125/2014";1868415,61;537072,176053643;"Planejamento pelo proponente"
1009099;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  003";"Rua E";"Paço do Lumiar";"MA";65000130;"9843/2014";1842912,09;NA;"Licitação"
1009101;"JULIO";"RUA SDO";"Itapipoca";"CE";62500000;"11733/2014";1868415,6;585643,340323303;"Execução"
1009102;"NOVO HORIZONTE";"RUA SDO";"Itapipoca";"CE";62500000;"11733/2014";1868415,6;677223,276549232;"Execução"
1009103;"MOURÃO";"RUA COSMA TOME DE MENESES";"Itapipoca";"CE";62500000;"11733/2014";1868415,6;677223,276549232;"Execução"
1009108;"JOÃO PAULO II";"Rua Projetada Sem Denominação";"Jaguaribe";"CE";63475000;"11681/2014";1868415,6;292821,670161652;"Execução"
1009111;"CRECHE BOM NOME";"RUA SEM DENOMINAÇÃO";"Limoeiro do Norte";"CE";62930000;"11701/2014";1868415,6;292821,670161652;"Execução"
1009112;"ESPLANADA DO MONDUBIM";"RUA Joana Barroso, s/n";"Maracanaú";"CE";61900000;"11680/2014";1868415,61;NA;"Planejamento pelo proponente"
1009113;"PARQUE TIJUCA";"Rua São Francisco";"Maracanaú";"CE";61900000;"11680/2014";1868415,61;NA;"Planejamento pelo proponente"
1009114;"CRECHE PROINFANCIA OUTRA BANDA";"TRAVESSA RUA DO AÇUDE ";"Maranguape";"CE";61940000;"11731/2014";1234014,64;NA;"Planejamento pelo proponente"
1009116;"CRECHE PROINFÂNCIA - PLANALTO - RUSSAS-CE";"TRAVESSA JOÃO AFONSO";"Russas";"CE";62900000;"11649/2014";1868415,6;NA;"Planejamento pelo proponente"
1009117;"CRECHE DO BAIRRO MACENA";"Avenida ziltamir chaves";"Tabuleiro do Norte";"CE";62960000;"8434/2014";1868415,6;292821,670161652;"Execução"
1009118;"CEIM TRES BARRAS";"RUA JATOBA";"Linhares";"ES";29907312;"9324/2014";1839782,96;833649,090308718;"Contratação"
1009119;"CRECHE DO DISTRITO DO VINHATICO";"Rua JUNDIAÍ";"Montanha";"ES";29890000;"9326/2014";1220289,96;723050,555117065;"Execução"
1009122;"CMEI Divinópolis";"Rua Governador Valadares";"Serra";"ES";29177241;"9862/2014";1220289,95;NA;"Planejamento pelo proponente"
1009124;"CMEI Santa Luzia";"Rua Rio de Janeiro";"Serra";"ES";29165751;"9862/2014";1839782,95;NA;"Planejamento pelo proponente"
1009125;"CMEI Vista da Serra II";"Rua Iuna";"Serra";"ES";29176373;"9862/2014";1839782,95;NA;"Licitação"
1009126;"CMEI Novo Horizonte";"Rua Gaivota";"Serra";"ES";29163322;"9862/2014";1839782,95;NA;"Planejamento pelo proponente"
1009129;"Prefeitura Municipal de Aragarças-GO - Matrícula: 3.420";"Rua J";"Aragarças";"GO";76240000;"11717/2014";1891665,94;NA;"Planejamento pelo proponente"
1009130;"CRECHE DA VILA ENEDINA";"RUA 03, LOTE 01 , QUADRA 5, ESQUINA COM RUA 08 E RUA 10";"Ipameri";"GO";75780000;"11660/2014";1891665,94;NA;"Licitação"
1009131;"CMEI MARIA LUIZA MACHADO";"Avenida Castelândia, Lote H, s/n";"Itumbiara";"GO";75513175;"11668/2014";1891665,94;881550,729706244;"Licitação"
1009132;"ÁREA PÚBLICA PARQUE ESTRELA D ALVA XIV - Santo Antônio do Descoberto - GO";"Quadra 95";"Santo Antônio do Descoberto";"GO";72900000;"11723/2014";1419482,64;NA;"Em Reformulação"
1009135;"Lagoa do Oiteiro - Penedo - AL";"Avenida Floriano Peixoto";"Penedo";"AL";57200000;"7542/2013";1379706,9;414495,774988698;"Planejamento pelo proponente"
1009136;"HELIO JATOBÁ";"LOTEAMENTO HÉLIO JATOBÁ I";"São Miguel dos Campos";"AL";57240000;"7543/2013";1832567,58;413143,87117892;"Execução"
1009138;"JARDIM EUROPA";"RUA 13";"Porto Franco";"MA";65970000;"7545/2013";1842912,09;664473,172037939;"Execução"
1009147;"CRECHE PROINFANCIA";"RUA B";"Cachoeira de Pajeú";"MG";39980000;"7554/2013";1819026,65;655828,570333617;"Execução"
1009148;"RUA ANTÔNIO GERMANO SILVA";"RUA ANTÔNIO GERMANO SILVA";"Campanha";"MG";3740000;"7555/2013";1819026,65;467442,384708679;"Licitação"
1009149;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Vereador Waldemar Oliveira Lopes";"Coluna";"MG";39770000;"7556/2013";1201737,6;255233,755281655;"Execução"
1009150;"PAC 2 - CRECHE/PRÉ-ESCOLA  012 - Contagem - MG";"Rua Vinte";"Contagem";"MG";32070630;"7557/2013";1537407,04;452662,679937621;"Em Reformulação"
1009151;"PAC 2 - CRECHE/PRÉ-ESCOLA  014 - Contagem - MG";"Rua P ";"Contagem";"MG";32143700;"7557/2013";1537407,04;452662,679937621;"Em Reformulação"
1009152;"PAC 2 - CRECHE/PRÉ-ESCOLA  011 - Contagem - MG";"Rua Hum";"Contagem";"MG";32113512;"7557/2013";1537407,04;452662,679937621;"Em Reformulação"
1009153;"sapucaias";"Rua das Violetas";"Contagem";"MG";32071113;"7557/2013";1201737,61;452662,679937621;"Planejamento pelo proponente"
1009156;"Rua Projetada N";"Rua Projetada N";"Itajubá";"MG";37500000;"11463/2014";1819026,65;471448,826754724;"Planejamento pelo proponente"
1009157;"CRECHE MUNICIPAL SONHO DE CRIANÇA";"ALAMEDA DR. ELOY WERNER";"Manhuaçu";"MG";36900000;"7560/2013";1819026,65;459678,771077013;"Execução"
1009158;"Creche Parque Brasil I";"Rua 09";"Teresina";"PI";64012100;"7593/2013";1881612,36;1100530,22182341;"Execução"
1009159;"Sigefredo pacheco I";"Rua 00, contorno rodoviário norte";"Teresina";"PI";64065000;"7593/2013";1881612,36;1268717,42299674;"Execução"
1009160;"Devoluto - Bairro Bela Vista";"RUA PEDRO GOMES - CENTRO";"Sigefredo Pacheco";"PI";64285000;"7592/2013";1881612,36;482421,803377935;"Execução"
1009162;"Creche Catanduvas";"Rua da Felicidade";"Parnaíba";"PI";64206180;"7590/2013";1236242,66;420341,613899491;"Execução"
1009164;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Av. Vicente de Paula Lima";"Miradouro";"MG";36893000;"7561/2013";1201737,6;606600,381055123;"Execução"
1009165;"CRECHE TIPO B NOVO ORIENTE ZONA URBANA - Luzilândia - PI";"Rua Epitácio Pires de Moura";"Luzilândia";"PI";64160000;"7588/2013";1622089,25;487313,027412481;"Planejamento pelo proponente"
1009166;" Construção de Escola Proinfância Tipo C - Ilha Grande - PI";"Rua Projetada 40";"Ilha Grande";"PI";64224000;"7587/2013";881914;259378,873871372;"Execução"
1009167;"CEMEI Alto São Sebastião";"RUA ANTÔNIO DIONÍZIO BERNARDES";"Oliveira";"MG";35540000;"10899/2014";1551286,79;464738,577089122;"Planejamento pelo proponente"
1009169;"CRECHE RESIDENCIAL RENASCER - Campo Maior - PI";"Rua Raimundo Alvarenga";"Campo Maior";"PI";64280000;"7585/2013";1606302,7;487695,664109252;"Em Reformulação"
1009171;"CENTRO";"RUA PROJETADA 01";"Acauã";"PI";64748000;"7584/2013";1236242,66;368956,473380476;"Execução"
1009173;"Loteamento Tarumã";"Rua Manoel Tonder Prates - Lote 06 - Quadra 04";"Bela Vista";"MS";79260000;"7564/2013";1920220,24;NA;"Licitação"
1009177;"VALE DO MUNDAU";"RUA JOSÉ BONIFÁCIO";"Garanhuns";"PE";55290205;"7581/2013";1959902,25;491670,721741875;"Execução"
1009178;"Creche Marabazinho.";"Tv. Alberto Sena Rodrigues";"São Caetano de Odivelas";"PA";68775000;"7580/2013";1885668,95;1089629,80861371;"Execução"
1009179;"CRECHE TIPO C - BAIRRO DIAMANTINO";"AV.  TUPAIULÂNDIA";"Santarém";"PA";68000100;"7579/2013";1250909,37;299100,740739084;"Planejamento pelo proponente"
1009181;"PRÓINFÂNCIA TIPO 2";"RUA RUFO FERNANDES";"Iguatemi";"MS";79960000;"7566/2013";1252740,27;NA;"Licitação"
1009185;"UMARI";"RUA DO URIBOCA VELHA";"Marituba";"PA";67200000;"7574/2013";1885668,96;436957,906656035;"Execução"
1009186;"CONJUNTO BELA CITTA 2";"AV BOULEVARDDAS ARVORES";"Marituba";"PA";67200000;"7574/2013";1885668,96;526261,090160499;"Execução"
1009187;"ALMIR GABRIEL";"AV.DEPUTADO JOÃO BATISTA";"Marituba";"PA";67200000;"7574/2013";1885668,96;436957,906656035;"Execução"
1009196;"CRECHE CIDADE NOVA";"Rua São Paulo";"Brasil Novo";"PA";68148000;"7569/2013";1885668,95;830865,663770742;"Execução"
1009202;"JARDIM NITEROI/JD. SÃO ROQUE";"Rua Caratinga  x  Rua Jacomo Savaris";"Foz do Iguaçu";"PR";85853709;"7594/2013";1267584,72;445283,635794135;"Planejamento pelo proponente"
1009203;"Cidade Nova II / Vila Solidária";"Rua Maria Fritze Guder  X Rua Etelvina Bordinhão dos Santos X Rua Major Agostinho José Rodrigues";"Foz do Iguaçu";"PR";85870701;"7594/2013";1927667,98;447990,44764438;"Planejamento pelo proponente"
1009204;"Eloi Lohmann";"Rua José Silvério de Oliveira";"Foz do Iguaçu";"PR";85862500;"7594/2013";1927667,98;445283,635794135;"Planejamento pelo proponente"
1009205;"JARDIM CATARATAS - PAC 2 - CRECHE/PRÉ-ESCOLA  007";"Rua Salto Belgrado";"Foz do Iguaçu";"PR";85855782;"7594/2013";1267584,72;445286,171364836;"Planejamento pelo proponente"
1009207;"CRECHE TIPO 1 -Rua Guaíba - Barragem.";"Rua Guaíba";"Rio do Sul";"SC";89165102;"7604/2013";1888084,32;445737,274628083;"Licitação"
1009208;"EMEI VILA BRÁS - São Leopoldo - RS";"Rua de Acesso 02";"São Leopoldo";"RS";93115380;"7603/2013";1505728,9;460223,042763616;"Em Reformulação"
1009209;"Creche Parque São Pedro";"Rua G";"Rio Grande";"RS";96200000;"7602/2013";1802473,77;467860,404389814;"Execução"
1009211;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA SANTA TEREZINHA E ZONIR LUIZ DE FAVERI";"Guaíra";"PR";85980000;"7595/2013";1927667,98;810855,417886924;"Execução"
1009212;"Vila Nova Itaperuçu";"Rua Cândido Portinari";"Itaperuçu";"PR";83560000;"7596/2013";1267584,71;304702,006625997;"Licitação"
1009213;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Rua Gruataçara Borba Carneiro";"Tibagi";"PR";84300000;"7599/2013";1927667,98;449499,472719161;"Planejamento pelo proponente"
1009214;"Beira Rio";"Rua 19 de Abril";"Paranaguá";"PR";83221400;"10643/2014";809908,38;242929,171431196;"Em Reformulação"
1009215;"Quadra 10";"Rua João Guerra";"Mandaguaçu";"PR";87160000;"7597/2013";1927667,97;449846,100855988;"Execução"
1009217;"Colonial - Contagem - MG";"Rua Ipê";"Contagem";"MG";32044110;"9863/2014";1543306,54;NA;"Em Reformulação"
1009218;"Nossa Senhora de Fátima - Contagem - MG";"Rua Francisco Alves";"Contagem";"MG";32342120;"9863/2014";815395,74;NA;"Planejamento pelo proponente"
1009219;"Cemei Vale das Orquídeas - Contagem - MG";"Rua Joaquim Ferreira Costa";"Contagem";"MG";32185704;"9863/2014";1540907,04;NA;"Em Reformulação"
1009220;"Milanez - Contagem - MG";"Rua Quinze";"Contagem";"MG";32143160;"9863/2014";844056,88;NA;"Planejamento pelo proponente"
1009222;"Creche do Bairro Ideal/Bom Jardim";"Avenida Flores";"Ipatinga";"MG";35162264;"11116/2014";1819026,65;NA;"Contratação"
1009224;"Creche Centro";"Rua Pe. José Meireles Barros";"Itamonte";"MG";37466000;"11651/2014";1819026,65;NA;"Planejamento pelo proponente"
1009225;"Santo Antônio";"Rua 16";"Janaúba";"MG";39440000;"11690/2014";1819026,65;NA;"Planejamento pelo proponente"
1009226;"Creche do Bairro Moradas da Lapinha";"Rua Aquarela do Brasil";"Lagoa Santa";"MG";33400000;"9155/2014";1819026,65;NA;"Licitação"
1009228;"Ceu Azul";"Rua Orcínio Moreira da Silva";"Malacacheta";"MG";39690000;"9151/2014";1819026,65;272280,815589103;"Execução"
1009230;"Espaço Infantil Educar";"RUA DO CAMPO S/N";"Manhuaçu";"MG";36900000;"9152/2014";1201737,61;NA;"Execução"
1009231;"Creche Centro";"Rua Maria Luiza Diana";"Matias Barbosa";"MG";36120000;"11709/2014";1819026,65;NA;"Planejamento pelo proponente"
1009232;"CRECHE MUNICIPAL BAIRRO GAMELEIRA";"JOSÉ CARLOS DA SILVA";"Matias Cardoso";"MG";39478000;"11697/2014";1201737,6;414344,960717524;"Execução"
1009233;"CRECHE/PRÉ-ESCOLA DO BAIRRO SANTO ANTONIO II";"Rua de Acesso";"Montes Claros";"MG";39402273;"11732/2014";1819026,65;NA;"Planejamento pelo proponente"
1009234;"CRECHE/PRÉ-ESCOLA DO BAIRRO MARIA CÂNDIDA";"Av. Leonel Beirão de Jesus";"Montes Claros";"MG";39400000;"11732/2014";1819026,65;NA;"Planejamento pelo proponente"
1009235;"CRECHE/PRÉ-ESCOLA DO BAIRRO VILA ATLÂNTIDA";"Rua Quincas Souto";"Montes Claros";"MG";39401152;"11732/2014";1819026,65;NA;"Planejamento pelo proponente"
1009236;"CRECHE/PRÉ-ESCOLA DO BAIRRO NS. APARECIDA";"Rua Marcílio Martins Rêgo";"Montes Claros";"MG";39400761;"11732/2014";1819026,65;NA;"Planejamento pelo proponente"
1009237;"CRECHE/PRÉ-ESCOLA DA VILA CASTELO BRANCO - Montes Claros - MG";"Avenida A";"Montes Claros";"MG";39400000;"11732/2014";1555407,04;NA;"Em Reformulação"
1009238;"CRECHE/PRÉ-ESCOLA DO BAIRRO SANTA RAFAELA";"Avenida Dona Izabel, (antiga Rua Doze)";"Montes Claros";"MG";39403401;"11732/2014";1819026,65;NA;"Planejamento pelo proponente"
1009239;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Capitao Menezes";"Nepomuceno";"MG";37250000;"9187/2014";1819026,65;272854;"Execução"
1009240;"Creche do Bairro Lagoa de Santo Antônio";"Rua Espírito Santo";"Pedro Leopoldo";"MG";33600000;"11685/2014";1819026,65;NA;"Licitação"
1009243;"Bairro JK";"Avenida Dalton";"Sete Lagoas";"MG";35702201;"9198/2014";1819026,65;272334,161630662;"Execução"
1009244;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Antônio Perez Dieguez";"Sete Lagoas";"MG";35700000;"9198/2014";1819026,65;272334,161630662;"Execução"
1009246;"PAC 2 - CRECHE/PRÉ-ESCOLA  Guató - Quadra 2 - Corumbá - MS";"Luiz Feitosa Rodrigues";"Corumbá";"MS";79300000;"8223/2014";1724770,34;NA;"Em Reformulação"
1009247;"lote 19 - Q-15";"Rua Julio Prestes";"Alta Floresta";"MT";78580000;"11672/2014";2013173,7;361610,026676724;"Execução"
1009248;"CEMEI DOIS PINHEIRO";"RUA DOS LIRIOS ESQ. COM  RUA RIO GRANDE DO SUL";"Nova Ubiratã";"MT";78888000;"9196/2014";2013173,69;NA;"Planejamento pelo proponente"
1009249;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA GETULIO VARGAS";"Cachoeira do Piriá";"PA";68617000;"9202/2014";1885668,96;295525,656043576;"Execução"
1009250;"CRECHE/TIPO B/LOCALIDADE DE MARACÚ DO CARMO - Cametá - PA";"RUA PROJETADA";"Cametá";"PA";68400000;"11574/2014";1829374,01;522702,259744285;"Em Reformulação"
1009253;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Castanhal - PA";"Rua Doutor Adailson da Silva Rodrigues";"Castanhal";"PA";68746025;"11580/2014";958819,46;275739,007549951;"Planejamento pelo proponente"
1009255;"CRECHE TIPO B - AÇAI LAR";"RUA IGARAPÉ MIRI";"Igarapé-Miri";"PA";68430000;"11592/2014";1885668,95;NA;"Licitação"
1009256;"Creche 03";"Rua Sorriso e Alegria";"Irituia";"PA";68655000;"9204/2014";1885668,95;NA;"Planejamento pelo proponente"
