"ID";"Nome";"Logradouro";"Município";"UF";"CEP";"Termo.Convênio";"Valor.Pactuado.pelo.FNDE";"valor_gasto";"situacao"
1377;"830054 - Escola de Educação Infantil - Uruburetama/CE";"Rua Francisco Ferreira Fonteneles";"Uruburetama";"CE";62650000;"830054/2007";0;1085455,43761508;"Planejamento pelo proponente"
1385;"700076 - Escola de Educação Infantil - Humaitá/AM";"Rua Padre José de Souza Pena";"Humaitá";"AM";69800000;"700076/2008";0;NA;"Planejamento pelo proponente"
1407;"700078 - Escola de Educação Infantil - Encanto/RN";"Rua Sete de Setembro";"Encanto";"RN";59905000;"700078/2008";1;1059380,58076005;"Planejamento pelo proponente"
1429;"700045 - Escola de Educação Infantil - Tipo B- Luís Gomes/RN";"Rua Doutor Adolfo Paulino";"Luís Gomes";"RN";59940000;"700045/2008";0;1061489,62736784;"Planejamento pelo proponente"
1462;"710287 - Escola de Educação Infantil - Brejo Santo/CE";"Rua Napoleão Araújo Lima";"Brejo Santo";"CE";63260000;"710287/2008";950000;1064684,00944822;"Planejamento pelo proponente"
1471;"710309 - Escola de Educação Inf - Bom Jesus dos Perdões/SP";"Rua João Franco de Camargo";"Bom Jesus dos Perdões";"SP";12955000;"710309/2008";0;977102,593449039;"Planejamento pelo proponente"
1485;"830139 - Escola de Educação Inf - Santa Cruz de Minas/MG";"Rua Getúlio Vargas";"Santa Cruz de Minas";"MG";36328000;"830139/2007";1146296,94;1110427,90610772;"Planejamento pelo proponente"
1495;"710090 - Escola de Educação Infantil - Serranópolis/GO";"Avenida Ramiro Teixeira";"Serranópolis";"GO";75820000;"710090/2008";942392,55;1110427,90610772;"Execução"
1496;"700017/08 - Escola de Educação Infantil - Rio Tinto/PB";NA;"Rio Tinto";"PB";NA;"700017/2008";1041669,09;1032573,02932874;"Execução"
1497;"710025 - Escola de Educação Infantil - Liberdade/MG";"Avenida Ministro Barbosa Lima";"Liberdade";"MG";37350000;"710025/2008";1150623,58;985422,091231044;"Planejamento pelo proponente"
1528;"710055 - Escola de Educação Infantil - Tucunduva/RS";"Rua Santa Rosa";"Tucunduva";"RS";98930000;"710055/2008";707070,71;1105123,31419956;"Planejamento pelo proponente"
1601;"830156 - Escola de Educação Infantil - Patu/RN";"Rua Lauro Maia";"Patu";"RN";59770000;"830156/2007";933482,98;1105123,31419956;"Planejamento pelo proponente"
1621;"700067 - Escola de Educação Infantil - Arataca/BA";"Rua Castro Alves";"Arataca";"BA";45695000;"700067/2008";7e+05;989659,406223338;"Planejamento pelo proponente"
1634;"830223 - Escola de Educação Infantil - Rio das Ostras/RJ";"RUA NITEROI";"Rio das Ostras";"RJ";28890000;"830223/2007";1322099,33;982965,209009733;"Planejamento pelo proponente"
1662;"710215/08 - Escola de Educação Infantil B - João Pessoa/PB";"Centro Administrativo da Prefeitura Municipal de João Pessoa Rua Diógenes Chianca, s/n";"João Pessoa";"PB";58053900;"710215/2008";0;NA;"Planejamento pelo proponente"
1669;"830130 - Escola de Educação Infantil - Muqui/ES";"Rua Vieira Machado";"Muqui";"ES";29480000;"830130/2007";707070,71;1105123,31419956;"Planejamento pelo proponente"
1798;"830088 - Escola de Educação Infantil - Araranguá/SC";"Rua Francisco Rufino Orige esquina com Avenida Capitão Pedro Fernandes";"Araranguá";"SC";88900000;"830088/2007";925050,86;1452902,81307876;"Planejamento pelo proponente"
1814;"710075 - Escola de Educação Infantil - Regente Feijó/SP";"Rua José Bonifácio";"Regente Feijó";"SP";19570000;"710075/2008";0;NA;"Planejamento pelo proponente"
1927;"710291 - Escola de Educação Infantil - Paranapanema/SP";"Rua Avaré";"Paranapanema";"SP";18720000;"710291/2008";1032169,09;985422,091231044;"Planejamento pelo proponente"
1934;"830098 - Escola de Educação Infantil - Calmon/SC";"Avenida Principal";"Calmon";"SC";89430000;"830098/2007";0;1110427,90610772;"Planejamento pelo proponente"
1986;"710138 - Escola de Educação Infantil - Araucária/PR";"Rua Pedro Druszcz";"Araucária";"PR";83702080;"710138/2008";7e+05;1031643,71360234;"Planejamento pelo proponente"
2025;"830105 - Escola de Educação Infantil - Cambé/PR";"Rua Otto Gaertner";"Cambé";"PR";86185130;"830105/2007";1569060,47;1110427,90610772;"Planejamento pelo proponente"
2035;"710145 - Escola de Educação Infantil - Muzambinho/MG";"Avenida Américo Luz";"Muzambinho";"MG";37890000;"710145/2008";1200633,85;NA;"Execução"
2048;"830385 - Escola de Educação Infantil - Lapa/PR";"Rua Octávio José kuss";"Lapa";"PR";83750000;"830385/2007";7e+05;1110427,90610772;"Planejamento pelo proponente"
2070;"710201 - Escola de Educação Infantil - Águas da Prata/SP";"Rua Capitão João Urias";"Águas da Prata";"SP";13890000;"710201/2008";0;NA;"Planejamento pelo proponente"
2209;"830133 - Escola de Educação Infantil - Campinas/SP";"Prefeitura Municipal de Campinas Avenida Anchieta, 200";"Campinas";"SP";13015904;"830133/2007";7e+05;1110427,90610772;"Planejamento pelo proponente"
3779;"700194 - Escola de Educação Infantil - Senador Pompeu/CE";"AV.FRANCISCO FRANÇA CAMBRAIA";"Senador Pompeu";"CE";63600000;"700194/2008";940500;695954,291768643;"Planejamento pelo proponente"
3784;"700297 - Escola de Educação Infantil - Coremas/PB";"RUA CAPITAO ANTONIO LEITE";"Coremas";"PB";58770000;"700297/2008";950000;1035976,61719947;"Planejamento pelo proponente"
3831;"710231 - Escola de Educação Infantil - Porto Real/RJ";"Rua Hillário Ettore";"Porto Real";"RJ";27570000;"710231/2008";1456688,31;1105123,31419956;"Execução"
5598;"806079 - Espaço Educativo Urbano II - 06 Salas - Vacaria/RS";NA;"Vacaria";"RS";95200000;"806079/2007";0;NA;"Planejamento pelo proponente"
5599;"806079 - Espaço Educativo Urbano I - 12 Salas - Não-Me-Toque";NA;"Não-Me-Toque";"RS";99470000;"806079/2007";0;NA;"Planejamento pelo proponente"
5757;"806024 - Espaço Educativo Urbano II - 06 Salas  -  - Construção - Jacareacanga/PA";NA;"Jacareacanga";"PA";68195000;"806024/2007";1974504,12;NA;"Execução"
5758;"806024 - Esp Edu Urbano II - São Francisco - Jacareacanga/PA";NA;"Jacareacanga";"PA";NA;"806024/2007";0;NA;"Execução"
5761;"806024 - Espaço Educ Rural - 02 Salas - Construção - Oriximiná/PA";NA;"Oriximiná";"PA";68270000;"806024/2007";279793,24;NA;"Execução"
5764;"806024 - Espaço Educ Urbano II - 04 Salas - Construção - Capitão Poço /PA";NA;"Capitão Poço";"PA";68650000;"806024/2007";834232,47;NA;"Execução"
5765;"806024 - Espaço Educ Rural - 02 Salas - Construção - Capitão Poço /PA";NA;"Capitão Poço";"PA";68650000;"806024/2007";255733,22;NA;"Execução"
5767;"806024 - Espaço Educ Rural - 02 Salas - Construção - Capitão Poço /PA";NA;"Capitão Poço";"PA";68650000;"806024/2007";255733,22;NA;"Licitação"
6415;"700230 - EE Trajano Coelho Neto - Pium/TO";NA;"Pium";"TO";77570000;"700230/2008";0;NA;"Planejamento pelo proponente"
6426;"806068 - EE Custódia da S Pedreira - Porto Nacional/TO";NA;"Porto Nacional";"TO";77500000;NA;2941893,29;NA;"Execução"
6471;"700223 - Espaço Educativo Rural - 02 Salas - Uiramutã/RR";NA;"Uiramutã";"RR";69358000;"700223/2008";0;NA;"Execução"
6476;"700223 - Espaço Educativo Rural - 02 Salas - Normandia/RR";NA;"Normandia";"RR";69355000;"700223/2008";269251,43;NA;"Contratação"
6477;"700223 - Espaço Educativo Rural - 02 Salas - Bonfim/RR";NA;"Bonfim";"RR";69380000;"700223/2008";261601,26;NA;"Execução"
6478;"700223 - Espaço Educativo Rural - 02 Salas - Pacaraima/RR";NA;"Pacaraima";"RR";69345000;"700223/2008";287994,32;NA;"Execução"
6479;"700223 - Espaço Educ Urb II -04 Salas- Leão Ouro -Amajari/RR";"Rua Raul Lima";"Amajari";"RR";69343000;"700223/2008";1067754,2;NA;"Execução"
6482;"806079 - Espaço Educativo Urbano I - 12 Salas - Porto Alegre";NA;"Porto Alegre";"RS";90010170;"806079/2007";0;NA;"Planejamento pelo proponente"
6490;"700108 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Joaquim Gomes/AL";NA;"Joaquim Gomes";"AL";NA;"700108/2008";0;NA;"Planejamento pelo proponente"
6536;"700224 - Espaço Educativo Urbano I - Jesúpolis/GO";NA;"Jesúpolis";"GO";75495000;"700224/2008";NA;NA;"Contratação"
6538;"700224 - Espaço Educativo Urbano I - Catalão/GO";NA;"Catalão";"GO";75700000;"700224/2008";NA;NA;"Contratação"
6540;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Águas Lindas de Goiás/GO";NA;"Águas Lindas de Goiás";"GO";NA;"700224/2008";0;NA;"Contratação"
6541;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Goiânia/GO";NA;"Goiânia";"GO";NA;"700224/2008";0;NA;"Contratação"
6547;"806057 - E Educativo Urbano I - Arco-Íris - Rio Verde/GO";NA;"Rio Verde";"GO";75901970;"806057/2007";2823624,24;NA;"Contratação"
6553;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Goiânia/GO";NA;"Goiânia";"GO";NA;"700224/2008";0;NA;"Contratação"
6556;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO";NA;"Aparecida de Goiânia";"GO";NA;"700224/2008";0;NA;"Contratação"
6567;"806057 - Espaço Educativo Urbano I - Canaã - Rio Verde/GO";NA;"Rio Verde";"GO";75901970;"806057/2007";0;NA;"Planejamento pelo proponente"
6712;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Paulino Neves/MA";NA;"Paulino Neves";"MA";NA;"806049/2007";NA;NA;"Execução"
6744;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Feira Nova do Maranhão/MA";"Estrada da Baixa Verde";"Feira Nova do Maranhão";"MA";65995000;"806049/2007";749917,34;NA;"Execução"
6747;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Caxias/MA";"Rua São José";"Caxias";"MA";65607470;"806049/2007";746208,89;NA;"Execução"
6750;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Brejo/MA";"Avenida Luís Rodrigues";"Brejo";"MA";65520000;"806049/2007";749917,34;NA;"Execução"
6755;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Belágua/MA";NA;"Belágua";"MA";65535000;"806049/2007";748136,03;NA;"Execução"
6756;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Barreirinhas/MA";"Povoado Mamede.";"Barreirinhas";"MA";65590000;"806049/2007";748406,7;NA;"Execução"
6757;"806049 - Espaço Educativo Urbano I - 12 Salas -  - Construção - Arari/MA";"Av. da Saudade";"Arari";"MA";65480000;"806049/2007";2103781,93;NA;"Execução"
7886;"710360 - E Educ Infantil Tipo B - EMENDA -  BOA VISTA/RR";NA;"Boa Vista";"RR";69301000;"710360/2008";0;591986,638399696;"Planejamento pelo proponente"
7888;"710479 - E Educ Infantil 1 - Construção - Macapa/AP";NA;"Macapá";"AP";68906000;"710479/2008";1500000;NA;"Planejamento pelo proponente"
7894;"710463 E Educ Infantil B - Constr - Bairro Vitória - Cipó/BA";NA;"Cipó";"BA";48450000;"710463/2008";1224000;NA;"Planejamento pelo proponente"
7895;"710390 - E Educ Infantil C- Jd. Palmeiras II - Uberlândia/MG";"Alameda Otávio Rodrigues de Oliveira";"Uberlândia";"MG";38412870;"710390/2008";0;2708058,94221738;"Planejamento pelo proponente"
7915;"710423 - E Educ Infantil C - Const -  Siqueira Campos/PR";NA;"Siqueira Campos";"PR";84940000;"710423/2008";0;369991,64899981;"Planejamento pelo proponente"
7971;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Gameleira, Atalaia Velha";"Aracaju";"SE";49010040;"806056/2007";NA;NA;"Planejamento pelo proponente"
7972;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Sitio Porto Danta";"Aracaju";"SE";49010040;"806056/2007";NA;NA;"Planejamento pelo proponente"
7973;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Povoado Terra Dura";"Aracaju";"SE";49010040;"806056/2007";NA;NA;"Planejamento pelo proponente"
7974;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Bairro Veneza";"Aracaju";"SE";49010040;"806056/2007";NA;NA;"Planejamento pelo proponente"
7975;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Povoado São José";"Poço Verde";"SE";49490000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7976;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Povoado Lagoa Salgada";"Porto da Folha";"SE";49800000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7977;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Fazenda Formosa";"Porto da Folha";"SE";49800000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7978;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Sitio Monte Alegre";"Monte Alegre de Sergipe";"SE";49690000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7979;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Fazenda Santa Rita";"Canindé de São Francisco";"SE";49820000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7980;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Assentamento 1º de Maio";"Tobias Barreto";"SE";49300000;"806056/2007";NA;NA;"Planejamento pelo proponente"
7981;"806056 - Espaço Educativo Urbano I - 06 salas - Construção";"Bom Jardim";"Monte Alegre de Sergipe";"SE";49690000;"806056/2007";NA;NA;"Planejamento pelo proponente"
8083;"800112 - EMEnsino Infantil - Constr - Manacapuru/AM";NA;"Manacapuru";"AM";69400000;"800112/2007";0;NA;"Planejamento pelo proponente"
8084;"710438 - Escola Ensino Fundamental - Nova Olinda do Norte/AM";NA;"Nova Olinda do Norte";"AM";69230000;"710438/2008";0;NA;"Planejamento pelo proponente"
8085;"710472 - EE Fundamental - Chicolândia - Nova O do Norte/AM";NA;"Nova Olinda do Norte";"AM";69230000;"710472/2008";0;NA;"Planejamento pelo proponente"
8086;"804030 - EM de Ensino Fundamental - Constr 2 SALAS - Tefe/AM";NA;"Tefé";"AM";69470000;"804030/2007";2e+05;NA;"Planejamento pelo proponente"
8087;"710479 - E Educ Infantil 2 - Construção - Macapa/AP";NA;"Macapá";"AP";68900030;"710479/2008";1518000;NA;"Planejamento pelo proponente"
8088;"710479 - E Educ Infantil 3 - Construção - Macapa/AP";NA;"Macapá";"AP";68900030;"710479/2008";1500000;NA;"Planejamento pelo proponente"
8101;"710474 - Escola de Ensino Médio - Sítio do Mato/BA";NA;"Sítio do Mato";"BA";47610000;"710474/2008";0;NA;"Planejamento pelo proponente"
8104;"710461 - Ensino Fundamental - 6 salas - Constr - Eusébio/CE";NA;"Eusébio";"CE";61760000;"710461/2008";0;682528,640167105;"Planejamento pelo proponente"
8208;"710403 - E Ensino Fundamental 6 SALAS - Constr - Maracaju/MS";NA;"Maracaju";"MS";79150000;"710403/2008";0;NA;"Planejamento pelo proponente"
8209;"710448 - Escola de Ensino Fundamental - Santo Amaro/MA";NA;"Santo Amaro do Maranhão";"MA";65195000;"710448/2008";0;NA;"Planejamento pelo proponente"
8235;"710390 - E Educ Infantil Tipo C - Jd. Europa- Uberlândia/MG";"Avenida José Fonseca e Silva";"Uberlândia";"MG";38414530;"710390/2008";620700,9;2708058,94221738;"Planejamento pelo proponente"
8236;"710390 - E Educ Infantil Tipo B - Mansour - Uberlândia/MG";"Rua Rio Jequitinhonha";"Uberlândia";"MG";38414490;"710390/2008";0;2708058,94221738;"Planejamento pelo proponente"
8237;"710390 - E Educ Infantil B - Jardim Botânico - Uberlândia/MG";"Rua das Raízes";"Uberlândia";"MG";38410652;"710390/2008";0;2708058,94221738;"Planejamento pelo proponente"
8238;"710390 - E Educ Infantil Tipo C - Pacaembu - Uberlândia/MG";"Rua da Pitanga";"Uberlândia";"MG";38401526;"710390/2008";1332216,81;2708058,94221738;"Planejamento pelo proponente"
8239;"710390 - E Educ Infantil C - Jd. Sucupira - Uberlândia/MG";"Rua dos Aracas";"Uberlândia";"MG";38407624;"710390/2008";0;2708058,94221738;"Planejamento pelo proponente"
8240;"710390 - E Educ Infantil Tipo B - Planalto - Uberlândia/MG";"Rua do Feirante";"Uberlândia";"MG";38413153;"710390/2008";620700,9;2708058,94221738;"Planejamento pelo proponente"
8241;"710390 - E Educ Infantil Tipo C - Morumbi - Uberlândia/MG";"Rua do Moinho";"Uberlândia";"MG";38407366;"710390/2008";0;2708058,94221738;"Planejamento pelo proponente"
8408;"657242 - Esc. Educ. Infantil - Tipo C -  - Construção - BREJO DE AREIA/MA";"Praça Antônio Pereira da Silva";"Brejo de Areia";"MA";65315000;"657242/2009";613192,41;426430,495833067;"Execução"
8415;"656400 - Esc. Educ. Infantil - Tipo B - SAO JOAO DO PACUI /MG";"RUA B com Antônio Ramos";"São João do Pacuí";"MG";39365000;"656400/2009";1200233,56;906766,406492825;"Execução"
8460;"656582 - Esc. Educ. Infantil - Tipo B - GUARANTA DO NORTE /M";NA;"Guarantã do Norte";"MT";78520000;"656582/2009";664374,53;1954669,05221849;"Execução"
8466;"658642 - Esc. Educ. Infantil - Tipo B - POXOREO /MT";"RUA CENTRAL";"Poxoréo";"MT";78800000;"658642/2009";664280,73;914335,504912442;"Execução"
8468;"656822 - Esc. Educ. Infantil - BANDEIRANTES/MS";"Rua Castro Alves, esquina com a Rua Rocha Xavier";"Bandeirantes";"MS";79430000;"656822/2009";1230000;897552,284862714;"Licitação"
8507;"658738 - Esc. Educ. Infantil - Tipo B - VITORIA DO MEARIM/MA";"Rua Doutor Urbano Santos";"Vitória do Mearim";"MA";65350000;"658738/2009";1304463,45;906728,407371716;"Execução"
8510;"658649 - Esc. Educ. Infantil - Tipo B -  - Construção - PORTO VELHO/RO";NA;"Porto Velho";"RO";76843000;"658649/2009";603898,8;NA;"Planejamento pelo proponente"
8529;"658368 - Esc. Educação Infantil - Tipo B - AGRICOLANDIA/PI";NA;"Agricolândia";"PI";NA;"658368/2009";1291921,12;1884963,25733841;"Contratação"
8531;"657154 - Escola de Educação Infantil - Tipo C - FIGUEIRAO/MS";"Rua José Claudio de Lima, L-20B";"Figueirão";"MS";79428000;"657154/2009";616017,71;674095,382631817;"Execução"
8538;"656942 - Esc. Educ. Infantil - Tipo B - SAO GONCALO DO AMARANTE/CE";"rua antonio barbosa s/n";"São Gonçalo do Amarante";"CE";62670000;"656942/2009";1296216,87;1444410,29166419;"Execução"
8558;"656395 - Esc. Educ. Infantil - Tipo B - CEARA MIRIM/RN";"RUA SANTA TEREZINHA";"Ceará-Mirim";"RN";59570000;"656395/2009";1181302,71;1312944,60168419;"Execução"
8571;"657744 - Esc. Educ. Infantil - Tipo B - TABULEIRO GRANDE/RN";NA;"Taboleiro Grande";"RN";59840000;"657744/2009";1267215,02;883215,392107118;"Planejamento pelo proponente"
8583;"656979 - Esc. Educ. Infantil - Potengi I - NATAL/RN";NA;"Natal";"RN";59025090;"656979/2009";0;5779162,90866175;"Execução"
8584;"656979 - Esc. Educ. Infantil - Potengi II - NATAL/RN";NA;"Natal";"RN";59025090;"656979/2009";1318356,07;5779162,90866175;"Execução"
8586;"656979 - Esc. Educ. Infantil - Guarapes - NATAL/RN";NA;"Natal";"RN";59025090;"656979/2009";0;5779162,90866175;"Execução"
8591;"656889 - Esc. Educ. Infantil - Tipo B - Apodi/RN";NA;"Apodi";"RN";NA;"656889/2009";1267215,02;1408430,79895447;"Execução"
8734;"657095 - Esc. Educ. Infantil - Tipo C - CARVALHOS/MG";NA;"Carvalhos";"MG";37456000;"657095/2009";551375,55;375015,313087902;"Planejamento pelo proponente"
8773;"656420 - Esc. Educ. Infantil - Tipo B -  - Construção - ACARAPE/CE";NA;"Acarape";"CE";NA;"656420/2009";539632,92;815376,306747547;"Planejamento pelo proponente"
8777;"657428 - Esc. Educ. Infantil - Tipo B - SAO JOAO DO PARAISO/MG";"RUA 4 COM TRAVESSA AZUL";"São João do Paraíso";"MG";39540000;"657428/2009";1099857,01;1208605,58922888;"Execução"
8804;"657098 - Esc. Educ. Infantil - Tipo B - RECURSOLANDIA/TO";"Rua Isaurina Ribeiro";"Recursolândia";"TO";77733000;"657098/2009";1198793,85;1227494,53951604;"Execução"
8969;"657111 - Esc. Educ. Infantil - Tipo B - SANTA MARIA/RS";"Rua Venâncio Aires";"Santa Maria";"RS";97010000;"657111/2009";1305613,49;1428705,72312261;"Execução"
9063;"710325 -Escola Municipal de 6 SALAS - Estancia/SE";NA;"Estância";"SE";49200000;"710325/2008";0;NA;"Planejamento pelo proponente"
9064;"710389 - Escola 2 salas - Moita Formosa - Itabaiana/SE";NA;"Itabaiana";"SE";49500000;"710389/2008";0;NA;"Planejamento pelo proponente"
9411;"657740 - Espaço Educativo Urbano-12 salas - Construção - Alto Taquari/MT";NA;"Alto Taquari";"MT";NA;"657740/2009";0;NA;"Execução"
9500;"657752 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Irecê/BA";NA;"Irecê";"BA";NA;"657752/2009";NA;NA;"Execução"
11646;"701955 - Espaço Educativo Urbano I - 12 salas - PAR - Construção Fundamental - Conceição das Alagoas/MG";"Prof. Plinio Humberto pereira";"Conceição das Alagoas";"MG";38120000;"701955/2010";2596162,11;2243133,81899073;"Licitação"
11654;"700102 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - PONTAL/SP";NA;"Pontal";"SP";NA;"700102/2010";1329179,19;939037,147284792;"Execução"
11684;"702445 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MARIANÓPOLIS DO TOCANTINS/TO";NA;"Marianópolis do Tocantins";"TO";70000000;"702445/2010";1287000;1811768,90202051;"Execução"
11712;"701805 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ALVARO DE CARVALHO/SP";"AV. PAULO BISPO SALES";"Álvaro de Carvalho";"SP";17410000;"701805/2010";1241592,75;877681,381314005;"Execução"
11729;"701973 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - JAPURÁ/AM";NA;"Japurá";"AM";6949500;"701973/2010";701973;847731,785257188;"Execução"
11732;"700079 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - ARATUÍPE/BA";"Praça José Alves da Silva";"Aratuípe";"BA";44490000;"700079/2010";305588,88;436145,691671118;"Execução"
11736;"702241 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - CAFARNAUM/BA";"Praça Cassiano Marins";"Cafarnaum";"BA";44880000;"702241/2010";1217804,23;1282563,42782629;"Execução"
11737;"702236 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ANDRADINA/SP";NA;"Andradina";"SP";16900001;"702236/2010";1300258,78;927884,327719229;"Planejamento pelo proponente"
11747;"700135 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - AREZ/RN";"Rua Pedro Marinho";"Arês";"RN";59170000;"700135/2010";1310194,59;926230,496129749;"Execução"
11755;"702362 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - SÃO JOAQUIM/SC";NA;"São Joaquim";"SC";88600000;"702362/2010";1233363,18;868130,945773551;"Planejamento pelo proponente"
11792;"701818 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - JABORANDI/BA";NA;"Jaborandi";"BA";NA;"701818/2010";610628,24;431396,012143145;"Planejamento pelo proponente"
11815;"700106 - Esc. Educ. Infantil   Tipo B  - Proinfância - Const";NA;"Mantenópolis";"ES";2977000;"700106/2010";1224064,12;895663,924065745;"Execução"
11827;"700067 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - MUNDO NOVO/GO";"Rua Francisco Ferreira";"Mundo Novo";"GO";76530000;"700067/2010";602360,44;426292,336697829;"Execução"
11839;"700096 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - PERI MIRIM/MA";"Avenida Campo de Pouso";"Peri Mirim";"MA";65245000;"700096/2010";619856,58;452604,785737009;"Execução"
11846;"702447 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - CHAPADA GAÚCHA/MG";NA;"Chapada Gaúcha";"MG";NA;"702447/2010";1296952,26;899271,283356001;"Execução"
11858;"700101 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - ANGÉLICA/MS";NA;"Angélica";"MS";NA;"700101/2010";724670,91;438663,397182498;"Execução"
11859;"702366 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - BONITO/MS";NA;"Bonito";"MS";79290000;"702366/2010";1272412,19;899467,644516665;"Planejamento pelo proponente"
11867;"702262 - Esc. Educ. Infantil   Tipo C  - Proinfância - Const";NA;"Salto do Céu";"MT";NA;"702262/2010";547279,76;376223,078912336;"Execução"
12620;"702537 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - PINDORETAMA/CE";NA;"Pindoretama";"CE";NA;"702537/2010";1254050,02;882691,852297666;"Execução"
12625;"702455 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - AMARANTE DO MARANHÃO/MA";NA;"Amarante do Maranhão";"MA";65623000;"702455/2010";614203,25;434180,009856322;"Execução"
12636;"702525 - 01 Esc. Educ. Infantil - Tipo B - Proinfância - Construção - JUIZ DE FORA/MG";"Rua Guarará";"Juiz de Fora";"MG";36021380;"702525/2010";1331362,05;919906,092481006;"Planejamento pelo proponente"
12666;"702517 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BARROS CASSAL/RS";"Rua João Neves";"Barros Cassal";"RS";99360000;"702517/2010";619391,07;415494,233833682;"Execução"
12763;"710206 - Escola de Educ Infantil - Tipo B - Monte Castelo/SP";"Av Severino Domingues da Silva esq. Joaquim Gomes";"Monte Castelo";"SP";17960000;"710206/2008";7e+05;1105123,31419956;"Planejamento pelo proponente"
13189;"702577/2010 - E Educação Infantil - Palmas de Monte Alto/BA";"Travessa Coronel Figueiredo";"Palmas de Monte Alto";"BA";46460000;"702577/2010";1191003,62;1659864,08765814;"Licitação"
13223;"704013/2010 - Escola de Educação Infantil - São Mateus/ES";NA;"São Mateus";"ES";29930000;"704013/2010";1099999,97;NA;"Planejamento pelo proponente"
13225;"703656/10 - Escola de Educação Infantil tipo C - Araguari/MG";NA;"Araguari";"MG";38440001;"703656/2010";692900;NA;"Licitação"
13226;"703654/10 - Escola de Educação Infantil - Nova Ponte/MG";NA;"Nova Ponte";"MG";38160000;"703654/2010";0;NA;"Planejamento pelo proponente"
13227;"704024/10 - Escola de Educação Infantil - Patrocínio/MG";NA;"Patrocínio";"MG";38740000;"704024/2010";0;NA;"Planejamento pelo proponente"
13228;"703632/10 - Escola de Educação Infantil - Colombo/PR";NA;"Colombo";"PR";83414000;"703632/2010";610150,36;NA;"Planejamento pelo proponente"
13229;"705012/10 - Escola de Educação Infantil - Londrina/PR";NA;"Londrina";"PR";86015901;"705012/2010";1200000;NA;"Planejamento pelo proponente"
13230;"703640/10 - Escola de Educação Infantil - Capão da Canoa/RS";NA;"Capão da Canoa";"RS";95555000;"703640/2010";790967,14;NA;"Planejamento pelo proponente"
13234;"704148/10 - Escola de Educação Infantil - Porto Alegre/RS";NA;"Porto Alegre";"RS";90010170;"704148/2010";0;NA;"Planejamento pelo proponente"
13235;"704148/10 - Escola de Educação Infantil - Porto Alegre/RS";NA;"Porto Alegre";"RS";90010170;"704148/2010";0;NA;"Planejamento pelo proponente"
13236;"704148/10 - Escola de Educação Infantil - Porto Alegre/RS";NA;"Porto Alegre";"RS";90010170;"704148/2010";0;NA;"Planejamento pelo proponente"
13239;"703894/10 - Escola de Educação Infantil - Araquari/SC";NA;"Araquari";"SC";89245000;"703894/2010";0;NA;"Planejamento pelo proponente"
